#Application,2.0,2.2,2.3,2.4,2.4.3,2.5,2.6,2.7,2.7.2,3.0,3.1,3.2,3.3.0,3.5.0,3.6.0,Files
celery-4.0.2,18.83,18.83,18.83,27.47,27.47,60.49,82.10,100.00,100.00,100.00,100.00,100.00,100.00,95.68,95.68,324
kennethreitz-requests-993cbf5,25.00,25.00,25.00,29.63,29.63,88.89,100.00,100.00,100.00,91.67,91.67,91.67,100.00,100.00,100.00,108
lxml-2.2.8,80.49,90.24,90.24,98.78,98.78,98.78,98.78,98.78,98.78,85.37,85.37,85.37,87.80,87.80,87.80,82
Mako-1.0.6,61.54,67.69,67.69,92.31,92.31,98.46,100.00,100.00,100.00,92.31,92.31,92.31,100.00,100.00,98.46,65
pip-9.0.1,26.42,26.83,26.83,30.08,30.08,85.77,100.00,100.00,100.00,97.56,97.56,97.56,100.00,100.00,100.00,246
SQLAlchemy-1.1.6,16.55,16.55,16.55,41.50,41.50,86.17,100.00,100.00,100.00,98.64,98.64,98.64,99.55,99.55,99.32,441
virtualenv-15.1.0,54.55,54.55,54.55,63.64,63.64,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,11
WebOb-1.7.2,25.00,25.00,25.00,48.08,48.08,92.31,100.00,100.00,100.00,90.38,90.38,90.38,94.23,94.23,94.23,52
