#Application,2.0,2.2,2.3,2.4,2.4.3,2.5,2.6,2.7,2.7.2,3.0,3.1,3.2,3.3.0,3.5.0,3.6.0,Files
beets,23.27,25.16,25.16,30.82,30.82,61.01,93.71,100.00,100.00,20.75,20.75,20.75,100.00,100.00,100.00,159
boto3,58.76,60.82,60.82,65.98,65.98,93.81,100.00,100.00,100.00,97.94,97.94,97.94,100.00,100.00,100.00,97
bzr-2.7.0,27.59,29.04,29.04,93.37,93.37,99.52,99.88,99.88,99.88,60.48,60.48,60.48,75.54,75.54,75.30,830
mopidy,34.65,35.64,35.64,52.97,52.97,76.73,94.06,100.00,100.00,97.52,97.52,97.52,100.00,100.00,100.00,202
nltk,34.81,37.03,37.03,57.28,57.28,68.35,98.10,100.00,100.00,98.73,99.05,99.05,100.00,100.00,100.00,316
pandas,33.05,33.56,33.56,40.94,40.94,83.39,95.13,99.66,99.66,94.30,94.30,94.30,99.33,99.33,99.33,596
pylearn2,60.92,62.45,62.45,80.65,80.65,92.34,100.00,100.00,100.00,99.43,99.43,99.43,100.00,100.00,100.00,522
