astropy 12.5
biopython 47.78761061946903
buildbot 49.01445466491459
calibre 27.986348122866893
cherrypy 72.88135593220339
cinder 68.70229007633588
django 47.65938475256353
emesene 78.81656804733728
EventGhost 56.09756097560975
exaile 51.824817518248175
globaleaks 30.344827586206897
gramps 24.074074074074073
gtg 74.10071942446044
heat 57.31707317073171
ipython 45.808383233532936
kivy 56.58536585365854
magnum 39.523809523809526
mailman 43.731778425655975
manila 44.44444444444444
matplotlib 66.24129930394432
miro 61.91588785046729
networkx 34.00447427293065
neutron 50.254841997961265
nova 65.4054054054054
numpy 44.50402144772118
pathomx 76.47058823529412
Pillow 62.97709923664122
pip 35.25835866261398
portage 54.4839255499154
pygame 83.45864661654136
pyobjc 54.282711508145034
pyramid 44.73684210526316
Pyro4 52.298850574712645
python-api 37.00787401574803
quodlibet 37.84860557768924
sabnzbd 68.85245901639344
sage 47.26166328600406
scikit-image 36.87943262411348
scikit-learn 49.06832298136646
sympy 34.0129749768304
tg2 40.6015037593985
tornado 28.571428571428573
trac 49.18032786885246
tryton 41.666666666666664
twisted 68.43525179856115
veusz 7.482993197278912
VisTrails 64.22764227642277
vpython-wx 70.87378640776699
web2py 70.0
wxPython 90.02642007926023
Zope 90.80962800875274
