astropy 79.96987951807229
biopython 91.26712328767124
buildbot 83.33333333333333
calibre 69.01881720430107
cherrypy 87.06896551724138
cinder 87.6470588235294
django 76.99412258606213
emesene 96.68639053254438
EventGhost 90.18181818181819
exaile 83.51648351648352
globaleaks 83.64779874213836
gramps 90.79535299374442
gtg 89.20863309352518
heat 80.1219512195122
ipython 75.87209302325581
kivy 91.50943396226415
magnum 87.69633507853403
mailman 60.64139941690962
manila 60.9375
matplotlib 95.81881533101046
miro 98.83177570093459
networkx 80.71278825995807
neutron 80.24781341107872
nova 94.08602150537635
numpy 89.07103825136612
pathomx 92.81045751633987
Pillow 86.29629629629629
pip 88.88888888888889
portage 80.0
pygame 99.25093632958801
pyobjc 98.21334734629532
pyramid 87.17391304347827
Pyro4 58.88324873096447
python-api 87.02290076335878
quodlibet 77.71929824561404
sabnzbd 94.91525423728814
sage 87.34597156398104
scikit-image 97.97752808988764
scikit-learn 92.79411764705883
sympy 82.56549232158989
tg2 83.33333333333333
tornado 65.83333333333333
trac 70.0
tryton 90.98360655737704
twisted 71.53088630259624
veusz 79.5031055900621
VisTrails 97.89789789789789
vpython-wx 94.66019417475728
web2py 84.21052631578948
wxPython 99.53764861294584
Zope 79.7427652733119
