#Application,URL,SHA
biopython,https://github.com/biopython/biopython,560eca86267199f91dc835de228c7c70457fb092
buildbot,https://github.com/buildbot/buildbot,2e875cedbcb52a0d85ce779131112c7db8abc664
calibre,https://github.com/kovidgoyal/calibre,95cf14a3add64c87cec689543d9b3d15a6714620
cherrypy,https://github.com/cherrypy/cherrypy,b6bd707e74eb30c7f0153c1b503555d66b76454f
django,https://github.com/django/django,dae4972b4d0d88f539532829cf143a98b20d0d45
emesene,https://github.com/emesene/emesene,f3235d90a8f2e530dbeb13644fc5f3290742f2e7
EventGhost,https://github.com/EventGhost/EventGhost,f6a1c79f75cdf4441ffe2909e40be54a554fc951
exaile,https://github.com/exaile/exaile,415d956b6a719e7e8b2b08b07def24bc12654b30
gramps,https://github.com/gramps-project/gramps,6cdb8a94066b33f445cfacf8fa816a5d62686873
gtg,https://github.com/getting-things-gnome/gtg,71dd14dc96f9fda07b0113c24d117bf8799f6a5c
ipython,https://github.com/ipython/ipython,f4d0cb7dd4141d59e008ce7613d1f0dd839bcc9d
mailman,https://github.com/terencehonles/mailman,c7074204018693425a1ba9de5129b374d918d8c6
matplotlib,https://github.com/matplotlib/matplotlib,3df8dd106aeadb055a7afade26ba0179ee9326fa
miro,https://github.com/pculture/miro,9ff1f0098cbe08692e6330e2f4e87085b9090d06
networkx,https://github.com/networkx/networkx,a9e6e645737ca7d22616d63c7b7e45b682d55b72
numpy,https://github.com/numpy/numpy,4717bd039c85c36ac173dec6e772d2c5531735c7
pip,https://github.com/pypa/pip,4d8dffbdb180d7ada53b5b5963de67ba6df9d386
portage,https://github.com/gentoo/portage,5e45e7e941a6d15bee9afe0d567bba9e5571f26c
pygame,https://github.com/pygame/pygamefullmirror,2c4a39a85ca8fcc57fcc53e694cd52316c5053a6
pyobjc,https://github.com/GreatFruitOmsk/pyobjc,0811ed8daf290ec1de7a0c95b7e3dd05a36c08d2
pyramid,https://github.com/Pylons/pyramid,f7eb5759f3145d96131c3ba47ffe27b807bdedd6
Pyro4,https://github.com/irmen/Pyro4,53e0eb91a7cce4269eec5d4252a57b8ed02fa95b
quodlibet,https://github.com/quod-libet/quodlibet,e32096117abea4d13e5b63552f50d64e7de53fd1
sabnzbd,https://github.com/sabnzbd/sabnzbd,ff6359c623920feb366b45429b8e2062ee56ac15
sage,https://github.com/sagemath/sage,b406b8f3aa71e06599449d6a9bb7c94351c53252
scikit-image,https://github.com/scikit-image/scikit-image,b7706e655022f03fdc4cb290f4197deb25c38dec
sympy,https://github.com/sympy/sympy,a84c89800d1dfd2e4f64578793d5f9bdae4ff463
tg2,https://github.com/TurboGears/tg2,19e13c7f9789762e536df1e80dcaca4ebe2ca81f
tornado,https://github.com/tornadoweb/tornado,52d20a0dafe207a1f8da03b2be73b0682209b1c2
trac,https://github.com/edgewall/trac,f2f872942641c7bfdfc0a5005880c2e049617e52
tryton,https://github.com/tryton/tryton,2634e76119333aeb996e79e4a2f8d082a9865c66
twisted,https://github.com/twisted/twisted,5d335dcc20e3d3dd0745aaa260500cc48d1dcb81
veusz,https://github.com/jeremysanders/veusz,af801dea524078af6c98adf7088e92c4b108d77b
VisTrails,https://github.com/VisTrails/VisTrails,4d90b2d6cecd12a50110ba44e51bb359ed01adbf
wxPython,https://github.com/wxWidgets/wxPython,3d2d8ba91bfd4419e6bf36752297437343a99345
Zope,https://github.com/zopefoundation/Zope,d5f46b7431d3a8740473b8f89635fa55f3dc4307
