#Application,URL,SHA
astropy,https://github.com/astropy/astropy,62a399316bd156a9570bcd8b2966e1e92b0c1f3a
biopython,https://github.com/biopython/biopython,4e359e2aa9255aa8b420ad512d3c4cbe15c07a35
buildbot,https://github.com/buildbot/buildbot,a25f5d019bfcb5f113c40b96d6368c21ee5c1faf
calibre,https://github.com/kovidgoyal/calibre,80fd071521a1abf5577844d218bbafca61479e43
cherrypy,https://github.com/cherrypy/cherrypy,803ad2bf936b2a5be993b19cec6f4fde78c4894e
cinder,https://github.com/openstack/python-cinderclient,7d76c405e4bdc40ab405707ebb4203f5ca11377c
django,https://github.com/django/django,d065c92678f5d11a70b88e195c6357576eb3a2ef
emesene,https://github.com/emesene/emesene,4548a4098310e21b16437bb36223a7f632a4f7bc
EventGhost,https://github.com/EventGhost/EventGhost,2e48572067a3f1369f9d7e0ba76098112df42196
exaile,https://github.com/exaile/exaile,a5203085be702fa73b07e770d42d233e57fbc9c3
globaleaks,https://github.com/globaleaks/globaleaks/,4506879456a64add429b21a33f37b5078144b0da
gramps,https://github.com/gramps-project/gramps,5d511554418e759e5d4613905872f3c8b36b2020
gtg,https://github.com/getting-things-gnome/gtg,117bd7b4bdfcd4805bdc3222ee4b3fc2b10ee0ff
heat,https://github.com/openstack/heat,64c37f3ea1c393b19c0355eddc3b7ed64399a831
ipython,https://github.com/ipython/ipython,fee7d92b4ead3f2d86d1afac8bb9638ca72a07a6
kivy,https://github.com/kivy/kivy,fcbcbef5a455ac7248a7e8a5557d5d9e26890064
magnum,https://github.com/openstack/magnum,3a5997eef2c778f20a58514f6b40f40e7ca8118b
mailman,https://github.com/terencehonles/mailman,fe405ddae97cc792a343e3665b9ea645b9cf4539
manila,https://github.com/openstack/manila,ee11996bf9118739d1a4c92d5168678dc4423d85
matplotlib,https://github.com/matplotlib/matplotlib,9549761e1e970fc10b7b71ccad44b21c96e221b3
miro,https://github.com/pculture/miro,d8e4594441939514dd2ac29812bf37087bb3aea5
networkx,https://github.com/networkx/networkx,0595dc7c7d33a94f9e46dbcb9cfce9ecd1a2329f
neutron,https://github.com/openstack/neutron,dd757351fac0e17dd0ed73d36655381b7d3eda47
nova,https://github.com/openstack/python-novaclient,852bd46805098e03fdd85a83ccbeec403bfb4836
numpy,https://github.com/numpy/numpy,7255987a11c8b90ff525ad178419b22508164e23
pathomx,https://github.com/pathomx/pathomx,2c4f202cb887c2043a5781c4a466966624bb6486
Pillow,https://github.com/python-pillow/Pillow,b68cf4a286c2cbf1dfee486715981f89156c509a
pip,https://github.com/pypa/pip,46267a285ae5ae4cb5872821f9a9858b782f151f
portage,https://github.com/gentoo/portage,d6a6b7c54a01a17f17a228e3d736bca255862816
pygame,https://github.com/pygame/pygamefullmirror,2f6f15ef9604677efd75dc74aed2936d9ea87be0
pyobjc,https://github.com/GreatFruitOmsk/pyobjc-mirror,6842e910d971ccde2d7df3765c7e6249b3d2726c
pyramid,https://github.com/Pylons/pyramid,c9a91f4eaab7e5fc2d888ae94de202ddbfcdf96f
Pyro4,https://github.com/irmen/Pyro4,392228e92d820b09a35ee6e626b62f596ec8cee9
python-api,https://github.com/plotly/python-api,ec7eb7023fa85bf5dec5a7c754efde24a3045aab
quodlibet,https://github.com/quod-libet/quodlibet,78975f9d5da17bd15c3755838f186b5ba244453d
sabnzbd,https://github.com/sabnzbd/sabnzbd,cc61e669ef59eed583ef034f1e3297dbeed31af1
sage,https://github.com/sagemath/sage,07d6c37d18811e2b377a9689790a7c5e24da16ba
scikit-image,https://github.com/scikit-image/scikit-image,0f2923b3d763a87bcbe60941cd4cea45d84e9e49
scikit-learn,https://github.com/scikit-learn/scikit-learn,5e26bf902621933bc8c7f3ce21c2085ee32651d3
sympy,https://github.com/sympy/sympy,c91686ab73f3069c9e2efb79815b0f076e46aa9b
tg2,https://github.com/TurboGears/tg2,9f5733939bc3e92c3e770f6afcf35a2ea11bdcd7
tornado,https://github.com/tornadoweb/tornado,90bc79fd88a1a8311b062a1dc341cf0305e7abaa
trac,https://github.com/edgewall/trac,0f73af7ebbfc0e4f83a1a4f2f5156c1db643f390
tryton,https://github.com/tryton/tryton,8122d4974982e1f5ac0a14be537d878777994a05
twisted,https://github.com/twisted/twisted,51d23b6cb004e60ed699b3b100b4c476f5aebc4e
veusz,https://github.com/jeremysanders/veusz,95f854a671b8dd7a7a5850eca0447f7b0cade25d
VisTrails,https://github.com/VisTrails/VisTrails,9b42ca9b3550b599467b0c7dfa56f57bbd97a4f2
vpython-wx,https://github.com/BruceSherwood/vpython-wx,9bd8fbb9c13e897530acb15dcba41b6e63c1859e
web2py,https://github.com/web2py/web2py/,35a1f6f342ce7e9cbf9348d61792e7801aca1cf1
wxPython,https://github.com/wxWidgets/wxPython,092ef570ce56dfaf1fc5c4b46cbe56f22843324f
Zope,https://github.com/zopefoundation/Zope,537999827f75a3d48bf578fc1a771a854ea82b92
