#Application,URL,SHA
astropy,https://github.com/astropy/astropy,0a6f2df8072bb15fd4e8e704c8ade8591281654f
biopython,https://github.com/biopython/biopython,f07f38ca1033b2aa814335b3cc1f8e695d8b7a16
buildbot,https://github.com/buildbot/buildbot,4e890846570cd383fb37adf11f0584a2bf5642bf
calibre,https://github.com/kovidgoyal/calibre,176d8dc762788fbbf1b9cbecf67736ab13b8524e
cherrypy,https://github.com/cherrypy/cherrypy,55b011f755d1129a2230eda5e3859a4e6f4d2f2e
django,https://github.com/django/django,068dcbddb9b967bc13ed296ca485bd3dcf49490f
emesene,https://github.com/emesene/emesene,d95cc9dad1973aea0d4d7e0b33fa24a9ad2b9a35
EventGhost,https://github.com/EventGhost/EventGhost,e72921c8aab16edb57ec2cc11150e905d9cabbb6
exaile,https://github.com/exaile/exaile,78dd8c7fabc1403bdc09793c69043d514c6b0c65
globaleaks,https://github.com/globaleaks/globaleaks/,b095b8b8ac25d2679ca57f840897304a6cf23469
gramps,https://github.com/gramps-project/gramps,c8fe7f72f2572e162fdfa248655063c80235771f
gtg,https://github.com/getting-things-gnome/gtg,73d580be7f7ec23247bc789533f0f5a7f4e33d71
ipython,https://github.com/ipython/ipython,010073cf6d10fda2f40615a000f59b251855b799
kivy,https://github.com/kivy/kivy,097b0c80585c6806172a2bbf3d9d8fdd0f235f83
mailman,https://github.com/terencehonles/mailman,d1352a018ccc979303fee1d67dca8ee6a588ec69
matplotlib,https://github.com/matplotlib/matplotlib,1afa742000920a98be51d5655b9cde06e43e2c28
miro,https://github.com/pculture/miro,948aedda3f49cfaf1a204eb9a858f6352fdd08a2
networkx,https://github.com/networkx/networkx,656d774a7250bcc14ea4dfb2e3c3e7d66ad5ea5d
neutron,https://github.com/openstack/neutron,a90fab1193eee4ef007026f5997f25d31a552131
nova,https://github.com/openstack/python-novaclient,b99d66d3ade380f27a97007ec5d1ef28362ddaaa
numpy,https://github.com/numpy/numpy,3d9bedb70f2fe2761a3ee123004ccbba0f037b2e
Pillow,https://github.com/python-pillow/Pillow,f170eced0b928c029e2f8cd42391a72bf03a5305
pip,https://github.com/pypa/pip,c704b108b0a72bb205d3edfbe7d7618be5fd72d1
portage,https://github.com/gentoo/portage,e2f5b48cd9533eea83b02c97cbab9e0df86e78e8
pygame,https://github.com/pygame/pygamefullmirror,46c7df4d0479d3d2cbc41e77618516b0308f0ddc
pyobjc,https://github.com/GreatFruitOmsk/pyobjc,723c9124dc3684c468fb68f2198f33bbd7758199
pyramid,https://github.com/Pylons/pyramid,b010d8fc2716f8b08e676957dd4bf9834c369abd
Pyro4,https://github.com/irmen/Pyro4,b976fdb0b5568bbc04bc7904b1452c3841619d29
quodlibet,https://github.com/quod-libet/quodlibet,bec11106107304289300730738f92a2f5fda55e0
sabnzbd,https://github.com/sabnzbd/sabnzbd,bd941486481174e7689835d6973a144006849075
sage,https://github.com/sagemath/sage,6a974f638c2c69511b8729712c3a9c8d4d63c138
scikit-image,https://github.com/scikit-image/scikit-image,f5037203f27d04ff55a8283796dc7855c11bc4d9
scikit-learn,https://github.com/scikit-learn/scikit-learn,4b60c026cee336dda5726e25750fb6a36a70e125
sympy,https://github.com/sympy/sympy,61f63c2e446831a7834daeec23e7b84dafcc744b
tg2,https://github.com/TurboGears/tg2,d3b6e3928c23445f3b911777f31eb9bd5839f7d2
tornado,https://github.com/tornadoweb/tornado,ad6326533859497d0704a1934704ff38ae4e0e01
trac,https://github.com/edgewall/trac,29622bd43b3e371e60ebac835d0a251c75264578
tryton,https://github.com/tryton/tryton,95a474f722c9b8c76bb825e432ad12ea69324585
twisted,https://github.com/twisted/twisted,1f1dd8ac95d23e5e3ab70ccbda8e9308261035e9
veusz,https://github.com/jeremysanders/veusz,8a6fd1e927ab34a27dad7d5512bde1e9197f333a
VisTrails,https://github.com/VisTrails/VisTrails,a7f1ab43159dd3f04fc8337a31807550241efc9a
web2py,https://github.com/web2py/web2py/,b5d979552f7c524eec1a4d25c24ba771c3cc2ef0
wxPython,https://github.com/wxWidgets/wxPython,90ee51e9ba5297d0bf4ad6371da3a3142ac918b7
Zope,https://github.com/zopefoundation/Zope,30e6f16d672265ab44a3b5e55d17f48d24297272
