biopython 60.91954022988506
buildbot 75.177304964539
calibre 68.2230869001297
cherrypy 75.23809523809524
django 91.53798641136504
emesene 79.80295566502463
EventGhost 74.01315789473684
exaile 74.48559670781893
gramps 84.60648148148148
gtg 68.21192052980132
ipython 62.23175965665236
kivy 78.01418439716312
mailman 83.10810810810811
matplotlib 78.20689655172414
miro 77.91798107255521
networkx 94.44444444444444
numpy 69.09975669099757
Pillow 34.343434343434346
pip 67.3076923076923
portage 100.0
pygame 86.56716417910448
pyobjc 85.40290620871863
pyramid 92.090395480226
Pyro4 100.0
quodlibet 81.85328185328186
sabnzbd 51.785714285714285
sage 0
scikit-image 77.92207792207792
scikit-learn 60.816326530612244
sympy 74.30340557275542
tg2 82.1917808219178
tornado 69.64285714285714
trac 70.33898305084746
tryton 68.69565217391305
twisted 64.79690522243713
veusz 60.90909090909091
VisTrails 60.42780748663102
wxPython 67.64018691588785
Zope 69.26147704590818
