biopython 48.38187702265372
buildbot 67.96875
calibre 57.512953367875646
cherrypy 58.13953488372093
django 70.10463378176382
exaile 45.97701149425287
gramps 72.16494845360825
ipython 36.56716417910448
mailman 49.08424908424909
matplotlib 68.60902255639098
miro 43.0
networkx 13.72549019607843
numpy 49.49152542372882
portage 51.388888888888886
pygame 35.9375
pyobjc 57.92811839323467
quodlibet 70.77464788732394
sabnzbd 67.85714285714286
sage 0
sympy 70.7936507936508
tg2 81.25
trac 67.53926701570681
tryton 90.54054054054055
twisted 62.97709923664122
veusz 58.064516129032256
VisTrails 61.049723756906076
wxPython 71.71361502347418
Zope 66.97154471544715
