#Application,URL,SHA
biopython,https://github.com/biopython/biopython,8bf68c271fd6c3ed77e88fde2a37909842b26230
buildbot,https://github.com/buildbot/buildbot,bd5c638947710420fb413cdd69d85be846ef1755
calibre,https://github.com/kovidgoyal/calibre,73e021ef08f07d74b2870efd62b3e9840d97f4ad
cherrypy,https://github.com/cherrypy/cherrypy,4c3ee3c5e7c4a1cacb1aa007efe7b330bbeb5798
django,https://github.com/django/django,d04a2e792c91016f1290754ff01af5f67917fcf1
exaile,https://github.com/exaile/exaile,6227700f6fe71a51d2429e3263be82ffa45eace9
gramps,https://github.com/gramps-project/gramps,d72fce2c082c70ca27b864328d5d44baa6f12e75
ipython,https://github.com/ipython/ipython,6543dc0898ed2af3c787a8757570fdd2da82fecd
mailman,https://github.com/terencehonles/mailman,7971cdb1d36862db483547c974f1e2e40980f3d3
matplotlib,https://github.com/matplotlib/matplotlib,67b41906555c44de64a7cd60522a0c8f08e32d7b
miro,https://github.com/pculture/miro,a85666d98b38c1e97d61a645a5be87b8bc38b1e0
networkx,https://github.com/networkx/networkx,6ee33f673d77b501c4d375d8051ce81ba7e3960c
numpy,https://github.com/numpy/numpy,04102657b2348c02fe3b870d7fb6b9e941de16d8
portage,https://github.com/gentoo/portage,a73c32979f07ba27560a84a41532705f49535824
pygame,https://github.com/pygame/pygamefullmirror,151adcb710aed2171aa172c60145ec8012ae6ac6
pyobjc,https://github.com/GreatFruitOmsk/pyobjc,0f1a679589e8f619eac930afeb51d5d829427b1e
quodlibet,https://github.com/quod-libet/quodlibet,75a935884cf09bb203c34fb55fe025a71b06b96d
sage,https://github.com/sagemath/sage,8065703fbe7f18844f2c6f66bc3d652e693355f9
trac,https://github.com/edgewall/trac,52d2c204f0fb8482f52ddae9b17f9bcf8a6a87ff
twisted,https://github.com/twisted/twisted,0a12346eb5eb77ab3b84d37a79ba23af7ffa5a44
veusz,https://github.com/jeremysanders/veusz,810cd82beabdfbf20978061a8b54704b8da849b5
VisTrails,https://github.com/VisTrails/VisTrails,1120caf39e29de0757b7944883d7797a5f841ff9
wxPython,https://github.com/wxWidgets/wxPython,6eef69163c3d715e8121dcc70bc776eb63d80b35
Zope,https://github.com/zopefoundation/Zope,28a7396a735456ed3d372d2efb80484497a97a8f
