#Application,URL,SHA
astropy,https://github.com/astropy/astropy,658ddf8c678177490ea2e72a7440250def61f20a
biopython,https://github.com/biopython/biopython,793f9210696e0acc9606faeca3d6ca47a9d97813
buildbot,https://github.com/buildbot/buildbot,7b62e3368e40201bb99c3931cebfa9987b6e3918
calibre,https://github.com/kovidgoyal/calibre,0dd9c26dbe085f6d2915f30022ec9484088fff49
cherrypy,https://github.com/cherrypy/cherrypy,e54ede42ce7789c4f676720d876566f55c082513
cinder,https://github.com/openstack/python-cinderclient,06acb0c009ac53777884cf5b0aa8942184d06622
django,https://github.com/django/django,3570ff734e93f493e023b912c9a97101f605f7f5
emesene,https://github.com/emesene/emesene,9b5e5734fba568ed5b2166809066dd1ed6022ac1
EventGhost,https://github.com/EventGhost/EventGhost,e72921c8aab16edb57ec2cc11150e905d9cabbb6
exaile,https://github.com/exaile/exaile,e8300e0857ae17b6b6c99be8b9788869fc19fcc3
globaleaks,https://github.com/globaleaks/globaleaks/,b523824644c96979062128e55b0650a300c25aea
gramps,https://github.com/gramps-project/gramps,91173ba2a889de148f2cd24e184e4f6d556c6256
gtg,https://github.com/getting-things-gnome/gtg,9daec8c24cfbb80d1ccd1dd8776261dda68a7115
heat,https://github.com/openstack/heat,d43c331fe6dd24b4807022b41d2e99dfd3442bc7
ipython,https://github.com/ipython/ipython,1441071a06ede66bb082b9f068f87d2cc73af188
kivy,https://github.com/kivy/kivy,d7ff355cab0bb6f0f959fbcc686f759b6a4dc79f
mailman,https://github.com/terencehonles/mailman,fe405ddae97cc792a343e3665b9ea645b9cf4539
matplotlib,https://github.com/matplotlib/matplotlib,269190e37aacaf1c8c4c58dd5b48533aecad4d6b
miro,https://github.com/pculture/miro,a6e1a7425c8723df8a98ef19254f1125cebbf521
networkx,https://github.com/networkx/networkx,07b18261e570e3d9837c19f20112beddc2ecd211
neutron,https://github.com/openstack/neutron,922aefc0bbdccabb89cd932270c53bdd379061d1
nova,https://github.com/openstack/python-novaclient,eb7c3907d18a639a095b39b5d44b5c15a21adea2
numpy,https://github.com/numpy/numpy,c74586282e4598e70b9b2473ee987785e2a61477
Pillow,https://github.com/python-pillow/Pillow,11a859e7d381f40068d50f7425a48e5a8c15e3a3
pip,https://github.com/pypa/pip,f65e29ae65bf316cbcdef3f2cbafb819ea6fd26a
portage,https://github.com/gentoo/portage,925eadd210dbc3802000d92f458ae7029832273e
pygame,https://github.com/pygame/pygamefullmirror,42fca6d6510995af07a89e639e05536f60fe5e48
pyobjc,https://github.com/GreatFruitOmsk/pyobjc,fa392b9ce7fb4f90601f97a64ae162e0441126f3
pyramid,https://github.com/Pylons/pyramid,97e833495cf07177fed750b12d505d71f7146aad
Pyro4,https://github.com/irmen/Pyro4,815688275b213d94dbc5a1f712617cc114cfb326
quodlibet,https://github.com/quod-libet/quodlibet,34f59b943397f77991a4fa502c83f5c8462da346
sabnzbd,https://github.com/sabnzbd/sabnzbd,7651f709adbe9e0b2a671abd035b623770dbda27
sage,https://github.com/sagemath/sage,1f0faef539d673163dbfb6814b9454095f17dc9a
scikit-image,https://github.com/scikit-image/scikit-image,7d328ae984c50875127a192bdb1a68a038e5c578
scikit-learn,https://github.com/scikit-learn/scikit-learn,9364e3973fc374a1ca9ca263d67885728726f51f
sympy,https://github.com/sympy/sympy,19dcf8b2a1b2362261cc2a2290990eedb8057448
tg2,https://github.com/TurboGears/tg2,77f787188ad65bebb06ddaaaf1b5c70a13e516fd
tornado,https://github.com/tornadoweb/tornado,0b43aef0589afa6a8f6cb9975a559039277d9db8
trac,https://github.com/edgewall/trac,684cbec5e2e41454492d039006602d853b1dbe86
tryton,https://github.com/tryton/tryton,09ec6a233c037f745502f28a0f339826d88a01fe
twisted,https://github.com/twisted/twisted,9d1de2a196fed8f4638f086308f9b4c453aeb5db
veusz,https://github.com/jeremysanders/veusz,a1d32191f3c1ce2b8482ac469b039b1257f682ff
VisTrails,https://github.com/VisTrails/VisTrails,b7fa79ec843629ac4e7ea0a8be6e2f65d6765dc0
vpython-wx,https://github.com/BruceSherwood/vpython-wx,b296fba746a7593ecfb6aeeb2b1e19efd7daf9c5
web2py,https://github.com/web2py/web2py/,ed42c3e489917c9b78ca9f3ba2032ab38a95b52f
wxPython,https://github.com/wxWidgets/wxPython,8ca6e92cfc8d186cf8fa6295c18d765412c5cb35
Zope,https://github.com/zopefoundation/Zope,6bc566a641bc7dc232c504d4012208e099288ceb
