#Application,URL,SHA
biopython,https://github.com/biopython/biopython,120c97d326d12a198653fb39646131387c8f8ad8
buildbot,https://github.com/buildbot/buildbot,531cdd76f8b9a18514bc0493c7dfe351cd3f8bac
calibre,https://github.com/kovidgoyal/calibre,c2cd135cf8857128cef75142ca69ff098f059ce7
cherrypy,https://github.com/cherrypy/cherrypy,667c62c5396774d1bc5d1f707ec7fa4290f82323
django,https://github.com/django/django,a754165a919ad12cc62723d81f4df6e046ad18cb
emesene,https://github.com/emesene/emesene,b5a15a1327155cd38b40f3a85e5508643177eb88
EventGhost,https://github.com/EventGhost/EventGhost,12fb689db69b2ce866902fbcc1bb19e0622932ba
exaile,https://github.com/exaile/exaile,ea0b31ee8a75598cd4473854d3aaa0c969234aca
gramps,https://github.com/gramps-project/gramps,dad8af1cd46bd0c44bb7aa34bafe2d71794bdc86
gtg,https://github.com/getting-things-gnome/gtg,360da1a34dc0c3fec4e214a9607c8233536d78a4
ipython,https://github.com/ipython/ipython,75df5e5b8152574bfb4147e7ae2c0a43f2bb0455
mailman,https://github.com/terencehonles/mailman,996f7ea88ad5eaee7b7c7df5b113dbf6ce896e55
matplotlib,https://github.com/matplotlib/matplotlib,f18cac507aa4d0c341c9c0ce45789da6f196c08a
miro,https://github.com/pculture/miro,9764b7ecd2c251715f81b966ab36d350944074a8
networkx,https://github.com/networkx/networkx,9d1d06fcfc01b5737a0504474c0e2997ceab39e5
numpy,https://github.com/numpy/numpy,99d8b6a45bae8cd40a230a76c022aad277337c09
pip,https://github.com/pypa/pip,07705cd47355a1a10042b18aab154e5eeeafcbcd
portage,https://github.com/gentoo/portage,2f83d11c045735e84905b3b77be1c1cfedd46539
pygame,https://github.com/pygame/pygamefullmirror,d9394e129e834e8a7f9120e950d1d02fb26485f4
pyobjc,https://github.com/GreatFruitOmsk/pyobjc,1cab81e5a40e0919aa6176015c74e5f12899543f
pyramid,https://github.com/Pylons/pyramid,96d8a517bf195a1ce0787e6ec16c3db82bef98f5
quodlibet,https://github.com/quod-libet/quodlibet,40bff221fb3e971e4bf4c396d018bf76d25c9719
sabnzbd,https://github.com/sabnzbd/sabnzbd,cf2993a901f281687c869de5562fc97d31db3aa1
sage,https://github.com/sagemath/sage,38b0ab58ed1e84eb0304461044f51f4a480c6288
sympy,https://github.com/sympy/sympy,b1127626eafb95e6bb7032bd9d444e6bfa424711
tg2,https://github.com/TurboGears/tg2,c1dbd9ec3372a1d5cb4561adb9e7632f6b63c73b
trac,https://github.com/edgewall/trac,0b2dd328738afe4dcf702ae94355aca8b3e42894
tryton,https://github.com/tryton/tryton,55a3eaa841eeb384fb8802879c333d6583d22593
twisted,https://github.com/twisted/twisted,d9a7751f2f55309cbeb62e2d9e218066f5eaaf17
veusz,https://github.com/jeremysanders/veusz,e70f4f6cf16d252bf8886ebf02d9baba8ccc6d07
VisTrails,https://github.com/VisTrails/VisTrails,1d4cab6dd16affb2b7257be230459e2d22feed5b
wxPython,https://github.com/wxWidgets/wxPython,2cbe73e2bd26c51ae00a287a4c484c04fa4cb28e
Zope,https://github.com/zopefoundation/Zope,e133164eb8dee90da0c988b6aad7772ce9c8397f
